gene,pLI
TRIM39,0.999421098
MOG,0.103680313
C6orf136,0.873894203
DHX16,2.01E-07
MRPS18B,0.000565209
DDR1,0.026477857
GTF2H4,0.258034887
PPP1R18,0.121201533
PPP1R10,0.999999768
ATAT1,0.014373925
MUC21,0.331419151
FLOT1,0.015273438
VARS2,4.22E-14
TUBB,0.875276521
GNL1,0.999930615
NRM,0.142577187
SFTA2,0.594981142
MDC1,0.000941847
IER3,0.671461599
DPCR1,0.140380581
ABCF1,2.73E-06
PRR3,0.114320039
LTB,1.01E-05
HLA-C,9.95E-10
CDSN,0.499451801
DDX39B,0.997728044
CCHCR1,6.50E-08
ATP6V1G2,0.224789736
LTA,0.743246562
C6orf15,0.001427697
TCF19,0.000232744
TNF,0.27282919
LST1,0.002537915
MICA,0.00037802
NFKBIL1,0.81664717
PSORS1C2,0.104502853
POU5F1,0.889691089
MICB,0.000284377
MCCD1,0.008963094
PSORS1C1,0.000855356
HLA-B,0.002664635
APOM,0.008543076
BAG6,0.999987886
CSNK2B-LY6G5B-1181,0.196071244
CSNK2B,0.943856699
DDAH2,0.842139471
ABHD16A,0.988882578
LY6G5B,0.000871194
LY6G6D,0.542857604
LY6G6C,0.001652695
LY6G5C,0.614670423
PRRC2A,1
GPANK1,0.000931901
AIF1,0.012798648
C6orf47,0.169847833
C6orf25,0.004037692
NCR3,0.001461307
MEGT1,2.31E-05
LY6G6F,2.56E-06
ZBTB12,0.807401019
SAPCD1,2.32E-07
SKIV2L,1.11E-15
NEU1,1.93E-05
MSH5,6.14E-08
SLC44A4,8.28E-08
HSPA1L,2.19E-06
EHMT2,0.064471471
LSM2,0.005962817
DXO,4.98E-10
VWA7,4.29E-07
STK19,0.004617081
NELFE,0.756273167
CLIC1,0.012456213
CFB,0.000978859
VARS,0.679794135
C2,1.38E-06
C6orf48,5.82E-05
NOTCH4,1.20E-10
AGPAT1,0.984453681
HLA-DRB1,5.62E-05
PBX2,0.889707316
C6orf10,1.23E-13
ATF6B,1.68E-06
GPSM3,0.609591628
PRRT1,0.40794573
TNXB,0.774153752
AGER,1.46E-10
FKBPL,5.35E-05
CYP21A2,0.672306731
HLA-DRA,0.70016489
BTNL2,2.03E-07
RNF5,0.002990424
EGFL8,3.52E-06
PPT2,0.772683335
HLA-DRB5,0.003227266
BRD2,0.99953088
HLA-DMB,0.004905106
HLA-DQB2,0.009355929
PSMB9,0.225647028
TAP1,0.286650163
HLA-DPB1,7.18E-09
SLC39A7,0.014990754
HLA-DPA1,0.000185717
COL11A2,0.999999325
RXRB,0.997594351
TAP2,0.001713418
HSD17B8,0.744497984
HLA-DOA,1.88E-05
HLA-DQB1,0.353015152
HLA-DOB,9.09E-05
PSMB8,0.012003172
HLA-DMA,0.687977633
HLA-DQA1,0.16662533
RING1,0.915792422
HLA-DQA2,0.005044064
IP6K3,0.048533853
WDR46,8.42E-06
RPS18,0.962013321
DAXX,0.84273688
TAPBP,0.000393582
SYNGAP1,0.99999845
ZBTB9,0.012159363
PFDN6,0.85942218
RGL2,0.0747683
UQCC2,0.059547733
BAK1,0.003486548
B3GALT4,0.236708748
CUTA,1.14E-05
VPS52,0.015963263
KIFC1,0.015578034
ZBTB22,0.235099437
ITPR3,4.98E-12
PHF1,0.999558759
SBP1,0.002385472
TCP11,4.01E-05
GRM4,0.979350085
HMGA1,0.724299774
C6orf106,0.454029671
SCUBE3,0.999983707
PPARD,0.966868135
SNRPC,0.727261778
LEMD2,0.302373361
ANKS1A,0.846859678
PACSIN1,0.991339222
DEF6,0.976824149
ZNF76,5.07E-16
SPDEF,0.711825442
C6orf1,0.298718643
RPS10,0.946462998
NUDT3,0.876816622
MLN,0.001658574
FANCE,0.003138899
UHRF1BP1,2.47E-07
TAF11,0.875431937
ARMC12,0.000270202
PXT1,1.32E-05
BRPF3,0.993940981
MAPK13,5.48E-07
SRPK1,0.000394807
RPL10A,0.302378831
MAPK14,0.997467188
SRSF3,0.97617521
PNPLA1,0.0004652
ETV7,2.01E-08
LHFPL5,0.494778073
SLC26A8,7.65E-08
TULP1,0.80790432
CLPSL1,0.001648465
CLPSL2,0.146625367
KCTD20,0.399321758
STK38,0.853295086
C6orf222,1.39E-13
FKBP5,0.498849477
CLPS,0.05627476
GLP1R,0.064078049
PIM1,0.886575783
FGD2,4.71E-05
MTCH1,0.964878856
ZFAND3,0.961977905
DNAH8,2.09E-37
MDGA1,0.995236957
GLO1,0.000220689
TBC1D22B,0.006370626
CDKN1A,0.027202551
C6orf89,8.22E-05
BTBD9,0.005732994
RNF8,0.995892885
COX6A1P2,0.139600416
PI16,4.40E-07
CPNE5,0.07788975
CCDC167,0.002089879
PPIL1,0.013003976
CMTR1,0.999294924
TMEM217,0.005006027
TREML4,2.78E-05
SAYSD1,0.000747904
KIF6,1.04E-16
NFYA,0.022059271
TREM1,0.000343966
FOXP4,0.671770825
TREML2,1.29E-07
NCR2,0.000163783
KCNK5,0.884297675
UNC5CL,1.67E-07
APOBEC2,0.132007273
KCNK16,0.011361865
TREML1,1.00E-05
TSPO2,4.29E-07
DAAM2,0.998285962
OARD1,0.123751371
TREM2,2.35E-08
MOCS1,0.000969834
LRFN2,0.117460637
KCNK17,3.39E-06
PGC,3.30E-06
CCND3,0.946445162
TFEB,0.968857338
TRERF1,0.999595777
PRICKLE4,7.01E-06
USP49,0.943537459
BYSL,0.067321442
TBCC,0.011002826
GUCA1A,0.009918328
UBR2,0.99999988
PRPH2,0.388059586
MDFI,0.144418737
MED20,0.488942721
TAF8,3.04E-09
FRS3,0.808550861
GUCA1B,0.001995062
MRPS10,0.028212146
GLTSCR1L,0.999918135
DNPH1,0.00071657
PEX6,0.002849588
PPP2R5D,0.997520079
MRPL2,0.001593721
RPL7L1,0.201503933
PTK7,0.975879481
SLC22A7,3.72E-06
KLC4,0.236002385
KLHDC3,0.993829271
MEA1,0.043401233
SRF,0.970031288
CNPY3,0.466081201
TTBK1,0.997306963
PTCRA,0.011395153
C6orf226,0.494949272
CUL9,0.967475855
CUL7,2.24E-11
GNMT,0.667933556
CRIP3,0.033902639
RRP36,9.22E-11
MRPL14,0.036998987
MRPS18A,0.001126108
MAD2L1BP,0.00824444
ABCC10,8.31E-21
SLC35B2,0.70003825
ZNF318,0.053782967
SLC29A1,0.964281535
LRRC73,0.635116133
DLK2,0.685774158
RSPH9,0.004900378
XPO5,0.999999369
TJAP1,0.001059393
C6orf223,0.020490674
POLH,0.003590871
POLR1C,0.000291623
HSP90AB1,0.995299316
GTPBP2,0.88477892
YIPF3,0.812100974
CAPN11,2.97E-10
TMEM63B,0.999844992
GPR116,0.990814986
CYP39A1,2.01E-12
MEP1A,5.77E-07
AARS2,1.65E-07
TDRD6,6.46E-23
ENPP5,1.92E-05
RUNX2,0.995958899
PLA2G7,8.02E-11
RCAN2,0.430936968
CLIC5,0.001876851
NFKBIE,0.548429215
TCTE1,3.26E-07
SLC25A27,0.160724478
SUPT3H,0.000109913
SPATS1,0.00019125
ENPP4,0.414683931
CDC5L,0.999992549
CRISP1,0.000219402
GPR115,3.91E-06
DEFB114,0.162703129
TNFRSF21,0.656653056
DEFB110,0.033222191
CRISP3,0.000109838
CENPQ,6.27E-07
PGK2,9.51E-06
RHAG,0.340299251
GPR110,4.79E-11
GPR111,2.14E-11
OPN5,0.948752683
MUT,5.92E-18
DEFB113,0.000538841
CD2AP,0.813221347
PTCHD4,0.002760598
CRISP2,7.55E-10
MCM3,6.37E-07
TFAP2D,0.981586998
IL17F,0.030273925
PAQR8,0.177868817
GSTA1,0.059010542
ELOVL5,0.924260372
GSTA2,4.24E-08
IL17A,0.167208391
GSTA3,0.086863157
GSTA4,0.021302254
EFHC1,5.06E-12
TMEM14A,0.121253231
TFAP2B,0.990904305
DEFB112,4.67E-05
ICK,0.107449829
PKHD1,2.89E-23
GSTA5,3.98E-09
GCM1,0.98833394
FBXO9,0.734879395
TRAM2,0.995357865
LRRC1,0.573184205
HCRTR2,0.063644036
BEND6,0.135146273
HMGCLL1,8.77E-07
RAB23,0.038517374
KLHL31,0.019083264
FAM83B,7.60E-08
DST,1
COL21A1,1.15E-20
GCLC,0.815078355
TINAG,4.11E-18
MLIP,1.02E-11
BMP5,0.000107433
KHDRBS2,0.142878302
GFRAL,0.00011482
ZNF451,1.98E-06
KIAA1586,1.78E-06
BAG2,0.088336138
PRIM2,5.15E-08
EYS,8.21E-09
FAM135A,0.78712561
KHDC1L,0.013352848
LMBRD1,1.94E-06
OGFRL1,0.000150359
B3GAT2,7.04E-07
KCNQ5,0.999535087
KHDC1,6.80E-05
DPPA5,0.000949315
COL9A1,4.77E-15
COL19A1,5.55E-17
KHDC3L,0.241204609
SMAP1,0.983689233
PTP4A1,0.889900786
RIMS1,0.029211449
C6orf57,0.030022938
FKBP1C,0.000605467
PHF3,0.99946942
LGSN,2.59E-07
BAI3,0.999999966
MTO1,9.82E-05
IMPG1,6.13E-13
HTR1B,0.645559517
HMGN3,0.175434355
DDX43,6.82E-05
MB21D1,2.61E-05
IRAK1BP1,0.000864774
OOEP,0.230723598
MYO6,0.017788399
SENP6,0.999876822
COL12A1,0.999999611
LCA5,0.004282174
FILIP1,1.85E-07
SLC17A5,0.022196175
PHIP,0.999999948
EEF1A1,0.984461027
CD109,2.29E-32
COX7A2,0.375561255
TMEM30A,0.040683085
IBTK,0.901146102
RWDD2A,0.000931282
KIAA1009,6.36E-20
MRAP2,0.000348739
CYB5R4,0.00034348
PGM3,0.023563573
PRSS35,1.34E-06
SH3BGRL2,7.17E-06
SNAP91,0.974350744
TTK,0.005357769
BCKDHB,2.91E-06
ME1,2.22E-10
FAM46A,0.347457969
DOPEY1,0.999995778
RIPPLY2,0.078765748
TPBG,0.12323426
UBE3D,9.58E-08
TBX18,0.997468364
ELOVL4,0.741051155
AKIRIN2,0.975340569
CGA,0.251018987
PNRC1,0.83615928
SYNCRIP,0.999378591
SLC35A1,0.208304141
NT5E,2.34E-06
CNR1,0.155072222
ORC3,0.000309997
HTR1E,0.023709766
RNGTT,0.763456431
SNX14,6.80E-10
C6ORF165,3.10E-05
SPACA1,0.38222174
ZNF292,0.999976984
RARS2,3.49E-06
SMIM8,0.035853617
GJB7,1.50E-06
MAP3K7,0.998336232
KLHL32,0.509586629
LYRM2,0.059681335
EPHA7,0.987759367
FUT9,0.081371162
FHL5,1.68E-08
UFL1,1.91E-12
GABRR1,2.12E-07
GABRR2,4.52E-07
SRSF12,0.01623122
GPR63,0.64635908
MANEA,0.000414997
GJA10,4.55E-13
PM20D2,0.001166743
MDN1,0.999999999
ANKRD6,3.49E-07
BACH2,0.874039851
UBE2J1,0.857925444
RRAGD,0.812902091
NDUFAF4,0.382015185
SIM1,0.996936183
CCNC,0.990104534
LIN28B,0.721962207
ATG5,0.981561831
FAXC,0.872413322
GRIK2,0.994567954
BVES,0.000308543
POPDC3,1.71E-05
PNISR,0.999085487
ASCC3,1.43E-10
PRDM1,0.980264413
PREP,0.99104373
HACE1,0.001595663
USP45,8.70E-14
MMS22L,0.671142491
COQ3,7.06E-10
FBXL4,0.007908799
MCHR2,3.50E-05
C6orf203,0.001786923
ARMC2,2.20E-08
PPIL6,6.30E-08
NR2E1,0.990508625
OSTM1,0.060471418
CEP57L1,4.26E-09
CD164,0.401084248
SNX3,0.466342862
PDSS2,1.90E-05
SMPD2,8.12E-11
AIM1,7.46E-20
RTN4IP1,3.75E-06
SCML4,0.268213055
SESN1,0.000638248
LACE1,2.79E-06
SEC63,1.24E-05
BEND3,0.498328913
QRSL1,8.78E-05
GTF3C6,0.01171949
MICAL1,2.55E-12
WISP3,0.008090856
KIAA1919,4.16E-05
WASF1,0.914369887
REV3L,1
AK9,7.10E-12
CDK19,0.998017091
GPR6,0.746040035
FIG4,6.59E-27
CDC40,0.973128081
SLC22A16,2.09E-22
FYN,0.99563571
DDO,3.15E-11
RPF2,0.393258892
METTL24,0.012714482
ZBTB24,0.000201035
TRAF3IP2,7.11E-05
AMD1,0.903413518
SLC16A10,0.067607006
TSPYL1,0.007991587
MARCKS,0.26649006
HDAC2,0.999390588
RSPH4A,1.84E-07
FRK,6.59E-10
COL10A1,6.36E-05
ZUFSP,2.28E-06
TUBE1,1.25E-05
LAMA4,9.75E-09
TSPYL4,0.002618666
FAM26E,0.001108388
FAM229B,0.549545407
NT5DC1,0.326411116
FAM26F,1.80E-05
RWDD1,0.372943967
HS3ST5,0.569245913
DSE,0.385415297
FAM26D,0.033838822
RFPL4B,0.000430794
CEP85L,0.004963907
GPRC6A,4.64E-14
SLC35F1,0.38850627
GJA1,0.21554685
ASF1A,0.138785137
MCM9,0.003917828
DCBLD1,8.21E-05
GOPC,0.02198408
VGLL2,0.860675375
KPNA5,0.001223215
TBC1D32,1.35E-12
SERINC1,0.074621456
MAN1A1,0.803866877
HSF2,0.919340111
NUS1,0.86994289
PLN,0.111194229
RFX6,0.030046523
FAM184A,2.04E-13
FAM162B,0.000825835
ROS1,1.78E-44
PKIB,0.219496928
SMPDL3A,1.67E-13
FABP7,0.090713461
RSPO3,0.043976319
HEY2,0.444357733
CLVS2,0.125512834
HDDC2,0.001273362
CENPW,0.500136307
TRMT11,8.24E-06
TPD52L1,0.008420056
HINT3,0.096712748
RNF146,0.445213313
RNF217,0.029983663
C6orf58,1.61E-10
KIAA0408,1.96E-06
NCOA7,0.960907672
TRDN,1.82E-10
ECHDC1,6.03E-05
NKAIN2,0.007832385
MED23,0.150657691
STX7,0.004263116
EPB41L2,0.993883458
ENPP1,2.31E-05
ENPP3,6.44E-17
MOXD1,8.99E-11
PTPRK,0.980388546
CTGF,0.124048406
ARHGAP18,2.46E-06
L3MBTL3,0.999498723
SAMD3,1.10E-06
ARG1,0.000499883
OR2A4,0.68482796
THEMIS,0.14251698
LAMA2,1.18E-24
TMEM200A,0.835246152
AKAP7,0.001598773
TMEM244,0.037087536
AHI1,3.26E-14
VNN2,1.02E-08
SGK1,0.986448163
EYA4,0.126429149
SLC18B1,3.95E-10
TAAR5,3.46E-07
VNN3,0.034731445
ALDH8A1,9.46E-06
TCF21,0.805369944
RPS12,0.827435142
TAAR8,0.000303108
TAAR1,0.000283698
PDE7B,0.946452269
MYB,0.881847511
HBS1L,0.924522221
SLC2A12,0.019408411
TAAR6,0.153131232
TAAR2,3.41E-06
VNN1,2.35E-07
TBPL1,0.879617094
PERP,0.141632279
IFNGR1,0.327969027
OLIG3,0.672757859
MTFR2,0.000151538
PEX7,6.86E-08
IL22RA2,1.21E-09
PBOV1,0.007572397
CCDC28A,1.50E-05
KIAA1244,0.987422889
SLC35D3,0.149614411
MAP3K5,0.995107743
REPS1,0.99936361
HEBP2,0.000947406
MAP7,0.929880602
TNFAIP3,0.999666685
ECT2L,7.34E-32
IL20RA,0.007575317
TXLNB,1.65E-16
VTA1,0.082406141
NMBR,0.000742389
SF3B5,0.600475507
HIVEP2,0.999999664
ADAT2,2.09E-08
HECA,0.347342389
PLAGL1,0.881694431
GPR126,0.283489108
UTRN,2.97E-09
STX11,0.020026056
LTV1,2.05E-05
ABRACL,0.267692922
AIG1,1.90E-05
PHACTR2,0.007389423
CITED2,0.706861724
PEX3,0.002761374
FUCA2,0.000365584
PCMT1,0.446383566
GINM1,7.71E-05
GRM1,0.989964592
ZC3H12D,0.727798126
SUMO4,0.217538235
KATNA1,0.001925875
TAB2,0.999757962
STXBP5,0.9999916
LATS1,0.999926526
NUP43,3.54E-06
PPIL4,1.68E-05
FBXO30,0.987340441
SAMD5,0.000898004
LRP11,0.100969715
SASH1,0.003254445
EPM2A,3.59E-05
SHPRH,0.491308216
RAB32,0.008770923
UST,0.984203295
RAET1G,0.001470729
C6orf211,5.46E-07
ULBP3,1.85E-08
ESR1,0.987167021
PPP1R14C,0.004678142
SYNE1,3.75E-27
ZBTB2,0.979834594
RAET1L,0.00020021
RMND1,7.66E-07
CCDC170,1.02E-19
MTHFD1L,0.082519529
MYCT1,6.34E-05
ULBP1,0.000172612
PLEKHG1,0.000178677
AKAP12,0.372501822
VIP,0.005828944
IYD,0.088309192
FBXO5,0.982078347
RAET1E,1.86E-05
ULBP2,0.001101388
TFB1M,1.16E-05
IPCEF1,0.39994059
SCAF8,0.999999979
NOX3,3.58E-09
SNX9,0.578575161
TIAM2,0.124829516
TMEM242,0.000194208
ZDHHC14,0.982366558
MTRF1L,4.40E-07
RGS17,0.38068417
OPRM1,4.21E-05
SERAC1,0.002400981
ARID1B,0.99994993
CLDN20,0.000765369
CNKSR3,0.211063418
GTF2H5,0.046809979
SYNJ2,3.52E-05
TMEM181,0.468986734
TULP4,0.999936803
MRPL18,0.000794103
IGF2R,0.999999196
SOD2,0.237154646
SLC22A2,1.42E-09
RSPH3,0.001396232
SLC22A3,3.32E-05
FNDC1,3.07E-07
LPA,2.44E-32
PNLDC1,2.54E-08
TAGAP,0.927102798
DYNLT1,0.039210973
SLC22A1,1.24E-13
ACAT2,1.26E-05
SYTL3,2.14E-17
PLG,0.002435117
TCP1,0.989085752
EZR,0.98811019
WTAP,0.995576735
MAS1,0.000870823
PARK2,0.021808832
PDE10A,0.998485351
T,0.00020819
PACRG,0.000104677
GPR31,0.000351018
CCR6,0.066481499
TCP10L2,0.694467188
MPC1,0.145968077
FGFR1OP,0.71081771
QKI,0.963163356
C6orf118,1.46E-17
SFT2D1,0.350193452
MAP3K4,0.999991911
AGPAT4,0.674499952
RNASET2,0.009480406
RPS6KA2,0.084700886
PRR18,0.488137896
ERMARD,5.17E-10
THBS2,0.245000803
DLL1,0.999053067
TBP,0.490805122
KIF25,3.75E-09
WDR27,2.40E-15
TCTE3,0.003218733
FRMD1,5.15E-13
PDCD2,0.000192309
FAM120B,2.34E-08
PHF10,0.083884164
SMOC2,0.012969779
UNC93A,1.38E-06
PSMB1,0.718811352
TCP10,0.264645829
MLLT4,0.999998022
TTLL2,4.94E-06
C6orf120,0.046340118
CYP2W1,0.000980916
ADAP1,0.657926854
GPR146,0.002794126
COX19,0.000108651
GET4,0.972149419
FAM20C,0.587993382
MAFK,0.557286406
TMEM184A,8.89E-05
HEATR2,6.66E-08
PRKAR1B,0.0247578
SUN1,0.835840781
GPER1,0.725420979
MICALL2,7.76E-17
ZFAND2A,0.000389857
INTS1,0.224121375
PSMG3,0.194253225
C7orf50,0.001396208
PDGFA,0.858461737
CARD11,0.999939282
IQCE,1.34E-25
FOXK1,0.962670921
GNA12,0.908269982
AMZ1,5.12E-18
BRAT1,3.86E-09
MAD1L1,2.04E-10
EIF3B,0.999970669
SDK1,0.005015997
CHST12,0.000240663
LFNG,0.424039269
FTSJ2,1.97E-05
NUDT1,1.29E-09
ELFN1,0.699066032
TTYH3,0.979598759
SNX8,0.165170969
SLC29A4,0.001147488
MMD2,0.000916863
AIMP2,0.001463082
CCZ1,0.994694688
USP42,0.998681653
WIPI2,0.093680612
RNF216,0.409334345
FBXL18,2.57E-07
ACTB,0.935803217
EIF2AK1,0.000121058
FSCN1,0.776273596
RBAK,0.009676899
PAPOLB,0.03717918
RBAK-RBAKDN,0.724663171
PMS2,1.14E-13
OCM,5.57E-06
RADIL,1.31E-12
TNRC18,0.999973966
COL28A1,1.89E-20
ZNF12,0.551264006
FAM220A,1.23E-05
ICA1,0.004950368
CYTH3,0.356369423
FLJ20306,0.548118203
GRID2IP,0.314734428
C1GALT1,0.679379972
GLCCI1,0.24528208
ZNF853,0.000958951
C7orf26,0.82656656
RPA3,7.56E-05
RAC1,0.572395053
MIOS,0.001435669
ZDHHC4,5.32E-10
DAGLB,1.65E-06
KDELR2,0.268728641
ETV1,0.996674203
THSD7A,0.999280749
AGMO,3.26E-07
ARL4A,0.6402994
TSPAN13,0.609851374
NDUFA4,0.480021717
MEOX2,0.685234718
NXPH1,0.555861072
TMEM106B,0.515078464
PHF14,0.20653924
ISPD,0.002436602
AGR2,0.33545507
ANKMY2,0.000223758
SCIN,4.08E-16
BZW2,0.995822418
SOSTDC1,0.303977581
DGKB,0.669214094
TOMM7,0.054735298
IL6,0.289669117
SNX13,0.985321608
CDCA7L,0.120661405
STEAP1B,4.60E-05
ABCB5,1.17E-23
SP4,0.951288043
AGR3,3.85E-14
TMEM196,1.50E-05
FERD3L,0.258156359
TWIST1,0.182033891
TWISTNB,0.309424388
HDAC9,0.998375125
FAM126A,0.803307845
AHR,0.999872137
ITGB8,0.998351444
MACC1,7.56E-17
RAPGEF5,0.997815953
NFE2L3,1.10E-07
GPNMB,1.12E-12
NPY,0.588186086
MPP6,0.930676771
STK31,0.233315307
CYCS,0.583556979
HNRNPA2B1,0.970043353
TRA2A,0.212371727
C7orf31,7.44E-08
CCDC126,0.351142327
CBX3,0.633200403
FAM221A,5.10E-09
NPVF,0.002640283
MALSU1,1.78E-08
OSBPL3,0.00266193
NUPL2,3.67E-05
KLHL7,0.000319112
IGF2BP3,0.999726189
DFNA5,1.22E-05
SNX10,0.005857505
RP1-170O19.20,0.028693813
HOXA5,0.796212994
HOXA4,0.00942667
HOXA2,0.278337994
HOXA3,0.931754221
HOXA1,0.084987363
HOXA9,0.000100013
HOXA6,1.80E-05
SKAP2,0.909797278
JAZF1,0.958302382
TAX1BP1,2.99E-06
HIBADH,0.250720099
EVX1,2.93E-05
HOXA10,0.678435261
HOXA7,0.00316907
HOXA11,0.863825169
CREB5,0.989844565
GHRHR,0.002679459
CRHR2,6.66E-07
WIPF3,0.000296999
CPVL,4.07E-07
ZNRF2,0.590835928
CCDC129,2.61E-17
CHN2,0.025502324
PRR15,0.446963257
GARS,0.78892721
SCRN1,0.065188552
FAM188B,2.25E-15
FKBP14,4.19E-05
NEUROD6,0.681645767
PLEKHA8,2.06E-06
INMT,0.000120278
ADCYAP1R1,0.001334785
NOD1,5.05E-13
AQP1,0.049925638
GGCT,0.000385991
C7orf41,0.306492233
PDE1C,0.000270704
KIAA0895,0.00114572
DPY19L1,0.142871737
BBS9,6.38E-10
NT5C3A,0.012372194
RP9,0.174162978
FKBP9,0.072366214
HERPUD2,0.906200798
PPP1R17,0.000392906
BMPER,0.001070855
ANLN,0.923521452
EEPD1,0.002657198
KBTBD2,0.991275949
AVL9,0.000325495
SEPT7,0.9923775
NPSR1,8.18E-07
LSM5,0.018231933
TBX20,0.337045818
RALA,0.950372431
C7orf10,2.03E-09
GPR141,1.53E-05
MPLKIP,0.002058352
POU6F2,0.000369076
SFRP4,4.46E-05
NME8,2.03E-21
CDK13,0.751250538
YAE1D1,0.125672788
INHBA,0.55627974
PSMA2,0.937474829
AOAH,6.15E-11
FAM183B,0.001508663
VPS41,1.16E-08
EPDR1,0.029388014
ELMO1,0.993000632
C7orf25,0.352368933
AMPH,0.032266566
STARD3NL,0.005545828
GLI3,0.999994739
STK17A,0.176185205
YKT6,0.852902233
AEBP1,0.000218799
URGCP-MRPS24,0.011551688
POLD2,0.044324393
PGAM2,0.000842262
POLM,2.43E-08
HECW1,0.999999894
BLVRA,0.08322203
DBNL,0.070981914
NUDCD3,0.706731712
URGCP,0.207220454
GCK,0.204306173
SPDYE1,0.206335953
UBE2D4,0.002318608
MRPL32,0.00129078
MRPS24,0.001657669
MYL7,3.65E-06
COA1,0.038462532
CAMK2B,0.468620194
OGDH,0.993695121
ZMIZ2,0.999620382
TMED4,0.292927703
H2AFV,0.41211435
NPC1L1,1.37E-10
ADCY1,0.99990962
IGFBP3,0.362251902
IGFBP1,0.00178328
PPIA,0.808049495
TNS3,0.999389291
MYO1G,7.64E-07
TBRG4,0.780939583
CCM2,0.483088351
DDX56,3.52E-06
PKD1L1,1.72E-23
C7orf65,2.78E-06
RAMP3,0.009528751
NACAD,0.365728808
PURB,0.605935033
ZPBP,0.159636079
SUN3,3.80E-05
HUS1,0.000609572
VSTM2A,0.107352766
UPP1,9.01E-05
COBL,0.982698637
DDC,4.61E-05
SEC61G,0.611529457
IKZF1,0.985751324
LANCL2,0.786760146
C7orf69,0.0510492
GRB10,0.367423739
EGFR,0.99866453
POM121L12,8.97E-05
AC004899.1,9.64E-05
ABCA13,3.31E-78
FIGNL1,0.000108679
C7orf57,4.29E-05
VWC2,0.79516087
ZNF107,7.59E-17
VOPP1,0.125315641
PSPH,0.709723367
SEPT14,4.97E-05
ZNF479,0.008101317
GBAS,4.15E-05
ZNF727,1.56E-07
ZNF736,0.143727833
ZNF679,1.43E-09
CHCHD2,0.00022132
MRPS17,0.742813785
CCT6A,0.998661755
PHKG1,3.58E-10
ZNF713,0.001115198
SUMF2,5.53E-05
ZNF680,4.59E-06
ZNF716,2.56E-08
GUSB,4.07E-05
ERV3-1,4.31E-07
RABGEF1,0.496529666
CRCP,0.001398927
WBSCR17,0.095617428
TYW1,0.000457249
ZNF273,8.55E-06
ZNF138,2.22E-07
AUTS2,0.996187482
KCTD7,0.496529666
ASL,3.85E-08
VKORC1L1,0.851484219
SBDS,0.119263624
TYW1B,8.12E-09
ZNF92,9.99E-08
CALN1,0.15365029
TPST1,0.011481102
ZNF117,0.000213601
TMEM248,0.42273152
DNAJC30,0.004798278
WBSCR28,1.59E-06
WBSCR27,0.067911663
TRIM74,0.78033382
BCL7B,0.706637384
STX1A,0.910475757
ELN,1.52E-05
WBSCR22,0.52115194
CLDN4,0.000137158
FKBP6,0.130600639
TBL2,0.004376507
ABHD11,9.03E-06
CLDN3,0.67853732
VPS37D,0.656347211
BAZ1B,0.999999563
TRIM50,2.73E-06
NSUN5,1.45E-06
MLXIPL,0.676823094
WBSCR16,0.000647048
LIMK1,0.990896287
RFC2,4.04E-05
NCF1,0.923359561
HIP1,0.999681016
LAT2,0.000691063
EIF4H,0.92254488
CCL26,0.019786154
GTF2IRD1,0.996434357
GTF2I,0.99934869
CCL24,0.01718922
RHBDD2,0.646226807
CLIP2,0.999881647
POR,4.34E-05
SRCRB4D,9.86E-05
STYXL1,0.009746543
CD36,8.31E-46
TMEM60,0.661431576
CCDC146,3.02E-18
PTPN12,0.999459859
HSPB1,6.92E-06
YWHAG,0.937613569
MAGI2,0.883174387
SRRM3,0.911827253
FGL2,0.094997676
RSBN1L,0.500030091
UPK3B,0.000192328
ZP3,0.001596815
MDH2,0.177605136
GNAI1,0.917528244
GSAP,3.60E-16
POMZP3,0.879121225
DTX2,0.106757916
PHTF2,0.024946427
DBF4,0.998167682
ABCB4,0.000203043
ABCB1,0.734473812
SEMA3A,0.988432782
GRM3,0.984710457
TMEM243,1.29E-05
DMTF1,0.956216303
SLC25A40,2.15E-07
HGF,0.994701029
CROT,6.75E-21
SEMA3C,0.296856254
CACNA2D1,0.999995804
PCLO,1
GNAT3,0.000297548
SEMA3D,3.53E-05
KIAA1324L,0.000166955
RUNDC3B,0.001491894
SEMA3E,0.030447872
ADAM22,0.999388899
CLDN12,0.100921397
KRIT1,0.094238245
STEAP4,1.50E-05
ERVW-1,0.013567172
C7orf62,0.023507222
GTPBP10,0.130731485
MTERF,9.38E-07
FZD1,0.344486648
STEAP2,0.002449747
ZNF804B,4.78E-14
CYP51A1,9.86E-06
STEAP1,0.434511094
PEX1,3.97E-05
C7orf63,0.000134084
SRI,9.98E-05
GATAD1,0.507483499
AKAP9,2.29E-05
ANKIB1,0.999885675
CDK14,0.476260128
SAMD9L,3.80E-10
PON2,0.001404248
CDK6,0.923677276
PPP1R9A,0.051340412
SAMD9,1.29E-23
HEPACAM2,8.71E-09
BET1,0.0020112
TFPI2,0.237365842
SGCE,0.001386322
CALCR,3.38E-05
CASD1,0.036794338
GNG11,0.163792462
CCDC132,0.991409342
RBM48,5.12E-05
PON3,0.002536783
COL1A2,0.999754944
PEG10,0.894178858
PON1,0.002208844
GNGT1,0.276892737
FAM133B,0.000297399
NPTX2,0.097568454
DLX6,0.842830433
LMTK2,0.994402283
SHFM1,0.418592332
ASB4,0.011019713
DYNC1I1,0.011637704
DLX5,0.675979516
SLC25A13,1.94E-15
TECPR1,2.43E-07
